RiverMile,Lat,Long
65.48,36.1455,-111.8161
65.49,36.1453,-111.8161
65.5,36.1452,-111.816
65.51,36.145,-111.816
65.52,36.1449,-111.816
65.53,36.1447,-111.816
65.54,36.1446,-111.816
65.55,36.1445,-111.816
65.56,36.1443,-111.816
65.57,36.1442,-111.816
65.58,36.144,-111.816
65.59,36.1439,-111.816
65.6,36.1437,-111.816
65.61,36.1436,-111.816
65.62,36.1435,-111.816
65.63,36.1433,-111.816
65.64,36.1432,-111.816
65.65,36.143,-111.8161
65.66,36.1429,-111.8161
65.67,36.1427,-111.8161
65.68,36.1426,-111.8161
65.69,36.1424,-111.8162
65.7,36.1423,-111.8162
65.71,36.1422,-111.8162
65.72,36.142,-111.8163
65.73,36.1419,-111.8162
65.74,36.1417,-111.8162
65.75,36.1416,-111.8162
65.76,36.1414,-111.8162
65.77,36.1413,-111.8162
65.78,36.1412,-111.8162
65.79,36.141,-111.8162
65.8,36.1409,-111.8162
65.81,36.1407,-111.8162
65.82,36.1406,-111.8162
65.83,36.1404,-111.8162
65.84,36.1403,-111.8162
65.85,36.1401,-111.8162
65.86,36.14,-111.8163
65.87,36.1399,-111.8163
65.88,36.1397,-111.8163
65.89,36.1396,-111.8164
65.9,36.1394,-111.8164
65.91,36.1393,-111.8165
65.92,36.1391,-111.8165
65.93,36.139,-111.8166
65.94,36.1389,-111.8166
65.95,36.1387,-111.8167
65.96,36.1386,-111.8168
65.97,36.1385,-111.8168
65.98,36.1383,-111.8169
65.99,36.1382,-111.8169
66,36.1381,-111.817
66.01,36.1379,-111.817
66.02,36.1378,-111.817
66.03,36.1376,-111.8171
66.04,36.1375,-111.8171
66.05,36.1373,-111.8171
66.06,36.1372,-111.8171
66.07,36.1371,-111.8172
66.08,36.1369,-111.8172
66.09,36.1368,-111.8172
66.1,36.1366,-111.8173
66.11,36.1365,-111.8173
66.12,36.1363,-111.8174
66.13,36.1362,-111.8174
66.14,36.1361,-111.8174
66.15,36.1359,-111.8175
66.16,36.1358,-111.8175
66.17,36.1356,-111.8176
66.18,36.1355,-111.8176
66.19,36.1353,-111.8176
66.2,36.1352,-111.8177
66.21,36.1351,-111.8177
66.22,36.1349,-111.8177
66.23,36.1348,-111.8178
66.24,36.1346,-111.8178
66.25,36.1345,-111.8178
66.26,36.1343,-111.8178
66.27,36.1342,-111.8179
66.28,36.1341,-111.8179
66.29,36.1339,-111.8179
66.3,36.1338,-111.8179
66.31,36.1336,-111.818
66.32,36.1335,-111.818
66.33,36.1334,-111.8181
66.34,36.1332,-111.8181
66.35,36.1331,-111.8181
66.36,36.1329,-111.8182
66.37,36.1328,-111.8183
66.38,36.1327,-111.8183
66.39,36.1325,-111.8184
66.4,36.1324,-111.8184
66.41,36.1322,-111.8185
66.42,36.1321,-111.8185
66.43,36.132,-111.8186
66.44,36.1318,-111.8186
66.45,36.1317,-111.8186
66.46,36.1315,-111.8187
66.47,36.1314,-111.8187
66.48,36.1313,-111.8188
66.49,36.1311,-111.8188
66.5,36.131,-111.8189
66.51,36.1308,-111.8189
66.52,36.1307,-111.819
66.53,36.1306,-111.819
66.54,36.1304,-111.8191
66.55,36.1303,-111.8192
66.56,36.1302,-111.8193
66.57,36.13,-111.8193
66.58,36.1299,-111.8194
66.59,36.1298,-111.8194
66.6,36.1296,-111.8195
66.61,36.1295,-111.8195
66.62,36.1293,-111.8195
66.63,36.1292,-111.8196
66.64,36.129,-111.8196
66.65,36.1289,-111.8196
66.66,36.1288,-111.8197
66.67,36.1286,-111.8197
66.68,36.1285,-111.8198
66.69,36.1284,-111.8199
66.7,36.1282,-111.82
66.71,36.1281,-111.8201
66.72,36.128,-111.8202
66.73,36.1279,-111.8203
66.74,36.1278,-111.8204
66.75,36.1276,-111.8205
66.76,36.1275,-111.8206
66.77,36.1274,-111.8207
66.78,36.1273,-111.8208
66.79,36.1272,-111.8209
66.8,36.127,-111.821
66.81,36.1269,-111.8211
66.82,36.1268,-111.8212
66.83,36.1267,-111.8213
66.84,36.1266,-111.8214
66.85,36.1264,-111.8215
66.86,36.1263,-111.8216
66.87,36.1262,-111.8217
66.88,36.1261,-111.8218
66.89,36.126,-111.8219
66.9,36.1258,-111.822
66.91,36.1257,-111.8221
66.92,36.1256,-111.8222
66.93,36.1255,-111.8223
66.94,36.1253,-111.8224
66.95,36.1252,-111.8225
66.96,36.1251,-111.8226
66.97,36.125,-111.8227
66.98,36.1249,-111.8228
66.99,36.1248,-111.8229
67,36.1246,-111.823
67.01,36.1245,-111.8231
67.02,36.1244,-111.8232
67.03,36.1243,-111.8233
67.04,36.1241,-111.8233
67.05,36.124,-111.8234
67.06,36.1239,-111.8235
67.07,36.1237,-111.8236
67.08,36.1236,-111.8237
67.09,36.1235,-111.8238
67.1,36.1234,-111.8238
67.11,36.1232,-111.8239
67.12,36.1231,-111.824
67.13,36.123,-111.8241
67.14,36.1229,-111.8242
67.15,36.1228,-111.8243
67.16,36.1226,-111.8244
67.17,36.1225,-111.8246
67.18,36.1224,-111.8247
67.19,36.1223,-111.8248
67.2,36.1222,-111.8248
67.21,36.122,-111.8249
67.22,36.1219,-111.825
67.23,36.1218,-111.8251
67.24,36.1216,-111.8251
67.25,36.1215,-111.8252
67.26,36.1214,-111.8253
67.27,36.1212,-111.8253
67.28,36.1211,-111.8254
67.29,36.121,-111.8255
67.3,36.1208,-111.8255
67.31,36.1207,-111.8256
67.32,36.1205,-111.8256
67.33,36.1204,-111.8257
67.34,36.1203,-111.8257
67.35,36.1201,-111.8258
67.36,36.12,-111.8259
67.37,36.1199,-111.8259
67.38,36.1197,-111.826
67.39,36.1196,-111.8261
67.4,36.1195,-111.8261
67.41,36.1193,-111.8262
67.42,36.1192,-111.8263
67.43,36.1191,-111.8263
67.44,36.1189,-111.8264
67.45,36.1188,-111.8264
67.46,36.1186,-111.8265
67.47,36.1185,-111.8266
67.48,36.1184,-111.8267
67.49,36.1183,-111.8268
67.5,36.1181,-111.8268
67.51,36.118,-111.8269
67.52,36.1179,-111.827
67.53,36.1177,-111.8271
67.54,36.1176,-111.8272
67.55,36.1175,-111.8273
67.56,36.1174,-111.8274
67.57,36.1173,-111.8275
67.58,36.1171,-111.8276
67.59,36.117,-111.8277
67.6,36.1169,-111.8278
67.61,36.1168,-111.8279
67.62,36.1167,-111.828
67.63,36.1166,-111.8281
67.64,36.1164,-111.8282
67.65,36.1163,-111.8283
67.66,36.1162,-111.8284
67.67,36.1161,-111.8285
67.68,36.116,-111.8286
67.69,36.1158,-111.8287
67.7,36.1157,-111.8288
67.71,36.1156,-111.8289
67.72,36.1154,-111.8289
67.73,36.1153,-111.829
67.74,36.1152,-111.8291
67.75,36.115,-111.8292
67.76,36.1149,-111.8292
67.77,36.1148,-111.8293
67.78,36.1146,-111.8293
67.79,36.1145,-111.8294
67.8,36.1144,-111.8295
67.81,36.1142,-111.8295
67.82,36.1141,-111.8295
67.83,36.1139,-111.8296
67.84,36.1138,-111.8296
67.85,36.1137,-111.8296
67.86,36.1135,-111.8297
67.87,36.1134,-111.8297
67.88,36.1132,-111.8297
67.89,36.1131,-111.8297
67.9,36.1129,-111.8297
67.91,36.1128,-111.8297
67.92,36.1126,-111.8296
67.93,36.1125,-111.8296
67.94,36.1124,-111.8295
67.95,36.1122,-111.8295
67.96,36.1121,-111.8294
67.97,36.112,-111.8293
67.98,36.1119,-111.8292
67.99,36.1117,-111.8291
68,36.1116,-111.829
68.01,36.1115,-111.8289
68.02,36.1114,-111.8289
68.03,36.1112,-111.8288
68.04,36.1111,-111.8287
68.05,36.111,-111.8286
68.06,36.1108,-111.8285
68.07,36.1107,-111.8284
68.08,36.1106,-111.8283
68.09,36.1105,-111.8282
68.1,36.1103,-111.8281
68.11,36.1102,-111.8281
68.12,36.1101,-111.828
68.13,36.11,-111.8279
68.14,36.1098,-111.8278
68.15,36.1097,-111.8277
68.16,36.1096,-111.8276
68.17,36.1095,-111.8275
68.18,36.1094,-111.8274
68.19,36.1092,-111.8273
68.2,36.1091,-111.8272
68.21,36.109,-111.8271
68.22,36.1088,-111.8271
68.23,36.1087,-111.827
68.24,36.1086,-111.8269
68.25,36.1085,-111.8268
68.26,36.1083,-111.8267
68.27,36.1082,-111.8267
68.28,36.1081,-111.8266
68.29,36.1079,-111.8265
68.3,36.1078,-111.8265
68.31,36.1076,-111.8264
68.32,36.1075,-111.8264
68.33,36.1074,-111.8263
68.34,36.1072,-111.8263
68.35,36.1071,-111.8263
68.36,36.1069,-111.8263
68.37,36.1068,-111.8263
68.38,36.1066,-111.8263
68.39,36.1065,-111.8263
68.4,36.1064,-111.8263
68.41,36.1062,-111.8264
68.42,36.1061,-111.8265
68.43,36.106,-111.8265
68.44,36.1058,-111.8266
68.45,36.1057,-111.8267
68.46,36.1056,-111.8268
68.47,36.1054,-111.8268
68.48,36.1053,-111.8269
68.49,36.1051,-111.8269
68.5,36.105,-111.827
68.51,36.1049,-111.8271
68.52,36.1047,-111.8272
68.53,36.1046,-111.8272
68.54,36.1045,-111.8273
68.55,36.1044,-111.8274
68.56,36.1042,-111.8275
68.57,36.1041,-111.8275
68.58,36.104,-111.8276
68.59,36.1038,-111.8277
68.6,36.1037,-111.8278
68.61,36.1036,-111.8279
68.62,36.1035,-111.828
68.63,36.1034,-111.8281
68.64,36.1033,-111.8283
68.65,36.1032,-111.8284
68.66,36.1031,-111.8285
68.67,36.103,-111.8287
68.68,36.1029,-111.8288
68.69,36.1028,-111.829
68.7,36.1028,-111.8291
68.71,36.1027,-111.8293
68.72,36.1027,-111.8295
68.73,36.1026,-111.8296
68.74,36.1026,-111.8298
68.75,36.1026,-111.83
68.76,36.1026,-111.8302
68.77,36.1027,-111.8303
68.78,36.1027,-111.8305
68.79,36.1028,-111.8306
68.8,36.103,-111.8307
68.81,36.1031,-111.8308
68.82,36.1032,-111.8309
68.83,36.1033,-111.831
68.84,36.1034,-111.8311
68.85,36.1035,-111.8312
68.86,36.1036,-111.8314
68.87,36.1037,-111.8315
68.88,36.1038,-111.8317
68.89,36.1039,-111.8318
68.9,36.1039,-111.832
68.91,36.1039,-111.8322
68.92,36.1039,-111.8324
68.93,36.1039,-111.8325
68.94,36.1039,-111.8327
68.95,36.1039,-111.8329
68.96,36.1039,-111.8331
68.97,36.1038,-111.8332
68.98,36.1038,-111.8334
68.99,36.1037,-111.8336
69,36.1037,-111.8337
69.01,36.1036,-111.8339
69.02,36.1036,-111.8341
69.03,36.1036,-111.8343
69.04,36.1035,-111.8344
69.05,36.1035,-111.8346
69.06,36.1035,-111.8348
69.07,36.1035,-111.835
69.08,36.1034,-111.8351
69.09,36.1034,-111.8353
69.1,36.1034,-111.8355
69.11,36.1034,-111.8357
69.12,36.1033,-111.8358
69.13,36.1033,-111.836
69.14,36.1033,-111.8362
69.15,36.1033,-111.8364
69.16,36.1032,-111.8365
69.17,36.1032,-111.8367
69.18,36.1032,-111.8369
69.19,36.1032,-111.8371
69.2,36.1032,-111.8372
69.21,36.1031,-111.8374
69.22,36.1031,-111.8376
69.23,36.1031,-111.8378
69.24,36.103,-111.8379
69.25,36.1029,-111.8381
69.26,36.1029,-111.8383
69.27,36.1028,-111.8384
69.28,36.1028,-111.8386
69.29,36.1027,-111.8388
69.3,36.1026,-111.8389
69.31,36.1026,-111.8391
69.32,36.1025,-111.8392
69.33,36.1024,-111.8393
69.34,36.1023,-111.8395
69.35,36.1022,-111.8396
69.36,36.1021,-111.8398
69.37,36.102,-111.8399
69.38,36.1019,-111.84
69.39,36.1019,-111.8402
69.4,36.1018,-111.8403
69.41,36.1016,-111.8404
69.42,36.1015,-111.8405
69.43,36.1014,-111.8406
69.44,36.1013,-111.8407
69.45,36.1011,-111.8408
69.46,36.101,-111.8408
69.47,36.1009,-111.8407
69.48,36.1007,-111.8406
69.49,36.1006,-111.8405
69.5,36.1005,-111.8404
69.51,36.1004,-111.8403
69.52,36.1003,-111.8402
69.53,36.1002,-111.84
69.54,36.1001,-111.8399
69.55,36.1,-111.8398
69.56,36.0999,-111.8396
69.57,36.0998,-111.8395
69.58,36.0997,-111.8393
69.59,36.0997,-111.8392
69.6,36.0996,-111.8391
69.61,36.0995,-111.8389
69.62,36.0994,-111.8388
69.63,36.0993,-111.8387
69.64,36.0991,-111.8386
69.65,36.099,-111.8385
69.66,36.0989,-111.8384
69.67,36.0987,-111.8384
69.68,36.0986,-111.8384
69.69,36.0984,-111.8383
69.7,36.0983,-111.8383
69.71,36.0982,-111.8383
69.72,36.098,-111.8383
69.73,36.0979,-111.8383
69.74,36.0977,-111.8383
69.75,36.0976,-111.8384
69.76,36.0975,-111.8385
69.77,36.0974,-111.8386
69.78,36.0972,-111.8386
69.79,36.0971,-111.8387
69.8,36.097,-111.8388
69.81,36.0968,-111.8389
69.82,36.0967,-111.8389
69.83,36.0965,-111.8389
69.84,36.0964,-111.8389
69.85,36.0962,-111.839
69.86,36.0961,-111.839
69.87,36.096,-111.839
69.88,36.0958,-111.839
69.89,36.0957,-111.8391
69.9,36.0955,-111.8391
69.91,36.0954,-111.8392
69.92,36.0953,-111.8393
69.93,36.0952,-111.8394
69.94,36.095,-111.8395
69.95,36.0949,-111.8396
69.96,36.0948,-111.8397
69.97,36.0947,-111.8398
69.98,36.0946,-111.84
69.99,36.0945,-111.8401
70,36.0944,-111.8402
70.01,36.0943,-111.8404
70.02,36.0942,-111.8405
70.03,36.0942,-111.8407
70.04,36.0941,-111.8409
70.05,36.0941,-111.841
70.06,36.0941,-111.8412
70.07,36.0941,-111.8414
70.08,36.0941,-111.8416
70.09,36.0942,-111.8417
70.1,36.0942,-111.8419
70.11,36.0942,-111.8421
70.12,36.0943,-111.8422
70.13,36.0943,-111.8424
70.14,36.0944,-111.8426
70.15,36.0944,-111.8428
70.16,36.0945,-111.8429
70.17,36.0945,-111.8431
70.18,36.0946,-111.8433
70.19,36.0946,-111.8434
70.2,36.0946,-111.8436
70.21,36.0947,-111.8438
70.22,36.0947,-111.844
70.23,36.0947,-111.8441
70.24,36.0947,-111.8443
70.25,36.0947,-111.8445
70.26,36.0947,-111.8447
70.27,36.0947,-111.8448
70.28,36.0948,-111.845
70.29,36.0948,-111.8452
70.3,36.0948,-111.8454
70.31,36.0948,-111.8456
70.32,36.0948,-111.8457
70.33,36.0948,-111.8459
70.34,36.0948,-111.8461
70.35,36.0947,-111.8463
70.36,36.0947,-111.8465
70.37,36.0947,-111.8466
70.38,36.0947,-111.8468
70.39,36.0947,-111.847
70.4,36.0946,-111.8472
70.41,36.0946,-111.8473
70.42,36.0946,-111.8475
70.43,36.0945,-111.8477
70.44,36.0945,-111.8479
70.45,36.0945,-111.848
70.46,36.0944,-111.8482
70.47,36.0943,-111.8484
70.48,36.0943,-111.8485
70.49,36.0942,-111.8487
70.5,36.0941,-111.8488
70.51,36.094,-111.8489
70.52,36.0939,-111.8491
70.53,36.0938,-111.8492
70.54,36.0937,-111.8493
70.55,36.0936,-111.8495
70.56,36.0935,-111.8496
70.57,36.0934,-111.8497
70.58,36.0933,-111.8498
70.59,36.0932,-111.8499
70.6,36.0931,-111.85
70.61,36.093,-111.8502
70.62,36.0928,-111.8503
70.63,36.0927,-111.8504
70.64,36.0926,-111.8505
70.65,36.0925,-111.8506
70.66,36.0924,-111.8507
70.67,36.0922,-111.8508
70.68,36.0921,-111.8509
70.69,36.092,-111.8509
70.7,36.0919,-111.851
70.71,36.0917,-111.8511
70.72,36.0916,-111.8512
70.73,36.0915,-111.8512
70.74,36.0913,-111.8513
70.75,36.0912,-111.8514
70.76,36.0911,-111.8514
70.77,36.0909,-111.8515
70.78,36.0908,-111.8515
70.79,36.0906,-111.8516
70.8,36.0905,-111.8516
70.81,36.0904,-111.8517
70.82,36.0902,-111.8517
70.83,36.0901,-111.8518
70.84,36.09,-111.8519
70.85,36.0898,-111.852
70.86,36.0897,-111.8521
70.87,36.0896,-111.8522
70.88,36.0895,-111.8523
70.89,36.0894,-111.8524
70.9,36.0893,-111.8525
70.91,36.0892,-111.8527
70.92,36.0891,-111.8528
70.93,36.089,-111.8529
70.94,36.0889,-111.8531
70.95,36.0888,-111.8532
70.96,36.0887,-111.8534
70.97,36.0887,-111.8535
70.98,36.0886,-111.8537
70.99,36.0885,-111.8538
71,36.0885,-111.854
71.01,36.0884,-111.8542
71.02,36.0884,-111.8543
71.03,36.0883,-111.8545
71.04,36.0882,-111.8547
71.05,36.0882,-111.8548
71.06,36.0881,-111.855
71.07,36.088,-111.8551
71.08,36.088,-111.8553
71.09,36.0879,-111.8555
71.1,36.0879,-111.8556
71.11,36.0878,-111.8558
71.12,36.0877,-111.8559
71.13,36.0877,-111.8561
71.14,36.0876,-111.8563
71.15,36.0876,-111.8564
71.16,36.0875,-111.8566
71.17,36.0875,-111.8568
71.18,36.0874,-111.8569
71.19,36.0874,-111.8571
71.2,36.0873,-111.8573
71.21,36.0873,-111.8575
71.22,36.0873,-111.8576
71.23,36.0872,-111.8578
71.24,36.0872,-111.858
71.25,36.0872,-111.8582
71.26,36.0871,-111.8583
71.27,36.0871,-111.8585
71.28,36.0871,-111.8587
71.29,36.0871,-111.8589
71.3,36.0871,-111.859
71.31,36.087,-111.8592
71.32,36.087,-111.8594
71.33,36.087,-111.8596
71.34,36.087,-111.8597
71.35,36.087,-111.8599
71.36,36.087,-111.8601
71.37,36.087,-111.8603
71.38,36.087,-111.8605
71.39,36.087,-111.8606
71.4,36.087,-111.8608
71.41,36.0871,-111.861
71.42,36.0871,-111.8612
71.43,36.0871,-111.8613
71.44,36.0871,-111.8615
71.45,36.0872,-111.8617
71.46,36.0872,-111.8619
71.47,36.0872,-111.8621
71.48,36.0872,-111.8622
71.49,36.0873,-111.8624
71.5,36.0873,-111.8626
71.51,36.0873,-111.8627
71.52,36.0874,-111.8629
71.53,36.0874,-111.8631
71.54,36.0874,-111.8633
71.55,36.0875,-111.8634
71.56,36.0875,-111.8636
71.57,36.0875,-111.8638
71.58,36.0875,-111.864
71.59,36.0875,-111.8642
71.6,36.0875,-111.8643
71.61,36.0875,-111.8645
71.62,36.0875,-111.8647
71.63,36.0875,-111.8649
71.64,36.0875,-111.8651
71.65,36.0875,-111.8652
71.66,36.0875,-111.8654
71.67,36.0875,-111.8656
71.68,36.0875,-111.8658
71.69,36.0875,-111.8659
71.7,36.0875,-111.8661
71.71,36.0875,-111.8663
71.72,36.0875,-111.8665
71.73,36.0875,-111.8667
71.74,36.0875,-111.8668
71.75,36.0875,-111.867
71.76,36.0875,-111.8672
71.77,36.0875,-111.8674
71.78,36.0875,-111.8676
71.79,36.0875,-111.8677
71.8,36.0875,-111.8679
71.81,36.0875,-111.8681
71.82,36.0875,-111.8683
71.83,36.0875,-111.8684
71.84,36.0875,-111.8686
71.85,36.0875,-111.8688
71.86,36.0875,-111.869
71.87,36.0875,-111.8692
71.88,36.0875,-111.8693
71.89,36.0874,-111.8695
71.9,36.0874,-111.8697
71.91,36.0874,-111.8699
71.92,36.0874,-111.8701
71.93,36.0874,-111.8702
71.94,36.0874,-111.8704
71.95,36.0874,-111.8706
71.96,36.0874,-111.8708
71.97,36.0874,-111.8709
71.98,36.0874,-111.8711
71.99,36.0874,-111.8713
72,36.0874,-111.8715
72.01,36.0874,-111.8717
72.02,36.0873,-111.8718
72.03,36.0873,-111.872
72.04,36.0873,-111.8722
72.05,36.0873,-111.8724
72.06,36.0872,-111.8725
72.07,36.0872,-111.8727
72.08,36.0872,-111.8729
72.09,36.0872,-111.8731
72.1,36.0871,-111.8732
72.11,36.0871,-111.8734
72.12,36.087,-111.8736
72.13,36.087,-111.8737
72.14,36.0869,-111.8739
72.15,36.0869,-111.8741
72.16,36.0869,-111.8743
72.17,36.0868,-111.8744
72.18,36.0868,-111.8746
72.19,36.0867,-111.8748
72.2,36.0867,-111.875
72.21,36.0867,-111.8751
72.22,36.0866,-111.8753
72.23,36.0866,-111.8755
72.24,36.0865,-111.8756
72.25,36.0864,-111.8758
72.26,36.0864,-111.8759
72.27,36.0863,-111.8761
72.28,36.0862,-111.8762
72.29,36.0861,-111.8763
72.3,36.0859,-111.8764
72.31,36.0858,-111.8765
72.32,36.0857,-111.8766
72.33,36.0856,-111.8767
72.34,36.0855,-111.8768
72.35,36.0853,-111.8769
72.36,36.0852,-111.877
72.37,36.0851,-111.8771
72.38,36.085,-111.8772
72.39,36.0848,-111.8773
72.4,36.0847,-111.8773
72.41,36.0846,-111.8774
72.42,36.0844,-111.8775
72.43,36.0843,-111.8775
72.44,36.0842,-111.8776
72.45,36.084,-111.8776
72.46,36.0839,-111.8777
72.47,36.0837,-111.8777
72.48,36.0836,-111.8778
72.49,36.0835,-111.8778
72.5,36.0833,-111.8778
72.51,36.0832,-111.8778
72.52,36.083,-111.8778
72.53,36.0829,-111.8778
72.54,36.0827,-111.8778
72.55,36.0826,-111.8778
72.56,36.0824,-111.8778
72.57,36.0823,-111.8778
72.58,36.0822,-111.8778
72.59,36.082,-111.8778
72.6,36.0819,-111.8777
72.61,36.0817,-111.8777
72.62,36.0816,-111.8776
72.63,36.0815,-111.8775
72.64,36.0814,-111.8774
72.65,36.0813,-111.8773
72.66,36.0812,-111.8771
72.67,36.0812,-111.8769
72.68,36.0811,-111.8768
72.69,36.0811,-111.8766
72.7,36.0811,-111.8764
72.71,36.081,-111.8762
72.72,36.081,-111.8761
72.73,36.081,-111.8759
72.74,36.081,-111.8757
72.75,36.081,-111.8755
72.76,36.081,-111.8753
72.77,36.081,-111.8752
72.78,36.081,-111.875
72.79,36.081,-111.8748
72.8,36.081,-111.8746
72.81,36.081,-111.8745
72.82,36.081,-111.8743
72.83,36.081,-111.8741
72.84,36.081,-111.8739
72.85,36.081,-111.8737
72.86,36.081,-111.8736
72.87,36.0809,-111.8734
72.88,36.0809,-111.8732
72.89,36.0808,-111.8731
72.9,36.0807,-111.8729
72.91,36.0807,-111.8727
72.92,36.0806,-111.8726
72.93,36.0805,-111.8725
72.94,36.0804,-111.8723
72.95,36.0803,-111.8722
72.96,36.0802,-111.8721
72.97,36.0801,-111.8719
72.98,36.08,-111.8718
72.99,36.0799,-111.8716
73,36.0798,-111.8715
73.01,36.0797,-111.8714
73.02,36.0796,-111.8713
73.03,36.0795,-111.8712
73.04,36.0794,-111.8711
73.05,36.0793,-111.871
73.06,36.0791,-111.8709
73.07,36.079,-111.8708
73.08,36.0789,-111.8707
73.09,36.0787,-111.8707
73.1,36.0786,-111.8706
73.11,36.0785,-111.8706
73.12,36.0783,-111.8705
73.13,36.0782,-111.8705
73.14,36.078,-111.8704
73.15,36.0779,-111.8704
73.16,36.0778,-111.8704
73.17,36.0776,-111.8704
73.18,36.0775,-111.8704
73.19,36.0773,-111.8704
73.2,36.0772,-111.8704
73.21,36.077,-111.8704
73.22,36.0769,-111.8704
73.23,36.0767,-111.8704
73.24,36.0766,-111.8704
73.25,36.0765,-111.8704
73.26,36.0763,-111.8704
73.27,36.0762,-111.8705
73.28,36.076,-111.8705
73.29,36.0759,-111.8705
73.3,36.0757,-111.8705
73.31,36.0756,-111.8705
73.32,36.0754,-111.8706
73.33,36.0753,-111.8706
73.34,36.0752,-111.8706
73.35,36.075,-111.8707
73.36,36.0749,-111.8707
73.37,36.0747,-111.8707
73.38,36.0746,-111.8708
73.39,36.0745,-111.8709
73.4,36.0743,-111.8709
73.41,36.0742,-111.871
73.42,36.0741,-111.8711
73.43,36.0739,-111.8712
73.44,36.0738,-111.8713
73.45,36.0737,-111.8714
73.46,36.0736,-111.8715
73.47,36.0735,-111.8716
73.48,36.0734,-111.8717
73.49,36.0733,-111.8719
73.5,36.0732,-111.872
73.51,36.0731,-111.8722
73.52,36.073,-111.8723
73.53,36.0729,-111.8724
73.54,36.0728,-111.8726
73.55,36.0728,-111.8727
73.56,36.0727,-111.8729
73.57,36.0726,-111.8731
73.58,36.0726,-111.8732
73.59,36.0725,-111.8734
73.6,36.0724,-111.8735
73.61,36.0724,-111.8737
73.62,36.0723,-111.8739
73.63,36.0722,-111.874
73.64,36.0722,-111.8742
73.65,36.0721,-111.8743
73.66,36.072,-111.8745
73.67,36.072,-111.8746
73.68,36.0719,-111.8748
73.69,36.0718,-111.8749
73.7,36.0717,-111.8751
73.71,36.0717,-111.8753
73.72,36.0716,-111.8754
73.73,36.0716,-111.8756
73.74,36.0715,-111.8758
73.75,36.0715,-111.8759
73.76,36.0714,-111.8761
73.77,36.0714,-111.8763
73.78,36.0714,-111.8764
73.79,36.0713,-111.8766
73.8,36.0713,-111.8768
73.81,36.0712,-111.8769
73.82,36.0711,-111.8771
73.83,36.071,-111.8772
73.84,36.0709,-111.8773
73.85,36.0708,-111.8775
73.86,36.0707,-111.8776
73.87,36.0706,-111.8777
73.88,36.0705,-111.8778
73.89,36.0703,-111.8779
73.9,36.0702,-111.878
73.91,36.0701,-111.8781
73.92,36.07,-111.8782
73.93,36.0699,-111.8783
73.94,36.0697,-111.8784
73.95,36.0696,-111.8785
73.96,36.0695,-111.8786
73.97,36.0694,-111.8787
73.98,36.0693,-111.8788
73.99,36.0692,-111.8789
74,36.0691,-111.8791
74.01,36.069,-111.8792
74.02,36.0688,-111.8793
74.03,36.0687,-111.8794
74.04,36.0686,-111.8795
74.05,36.0685,-111.8797
74.06,36.0684,-111.8798
74.07,36.0683,-111.8799
74.08,36.0683,-111.8801
74.09,36.0682,-111.8802
74.1,36.0681,-111.8804
74.11,36.068,-111.8805
74.12,36.068,-111.8807
74.13,36.0679,-111.8809
74.14,36.0679,-111.881
74.15,36.0678,-111.8812
74.16,36.0678,-111.8814
74.17,36.0677,-111.8815
74.18,36.0677,-111.8817
74.19,36.0677,-111.8819
74.2,36.0676,-111.882
74.21,36.0676,-111.8822
74.22,36.0675,-111.8824
74.23,36.0675,-111.8826
74.24,36.0674,-111.8827
74.25,36.0674,-111.8829
74.26,36.0674,-111.8831
74.27,36.0673,-111.8832
74.28,36.0673,-111.8834
74.29,36.0672,-111.8836
74.3,36.0672,-111.8838
74.31,36.0672,-111.8839
74.32,36.0671,-111.8841
74.33,36.0671,-111.8843
74.34,36.0671,-111.8845
74.35,36.067,-111.8846
74.36,36.067,-111.8848
74.37,36.067,-111.885
74.38,36.0669,-111.8852
74.39,36.0669,-111.8853
74.4,36.0669,-111.8855
74.41,36.0668,-111.8857
74.42,36.0668,-111.8858
74.43,36.0668,-111.886
74.44,36.0667,-111.8862
74.45,36.0667,-111.8864
74.46,36.0667,-111.8865
74.47,36.0667,-111.8867
74.48,36.0666,-111.8869
74.49,36.0666,-111.8871
74.5,36.0666,-111.8872
74.51,36.0666,-111.8874
74.52,36.0666,-111.8876
74.53,36.0666,-111.8878
74.54,36.0666,-111.888
74.55,36.0666,-111.8881
74.56,36.0666,-111.8883
74.57,36.0666,-111.8885
74.58,36.0666,-111.8887
74.59,36.0666,-111.8889
74.6,36.0666,-111.889
74.61,36.0666,-111.8892
74.62,36.0665,-111.8894
74.63,36.0665,-111.8896
74.64,36.0665,-111.8897
74.65,36.0665,-111.8899
74.66,36.0665,-111.8901
74.67,36.0664,-111.8903
74.68,36.0664,-111.8904
74.69,36.0663,-111.8906
74.7,36.0663,-111.8908
74.71,36.0662,-111.8909
74.72,36.0662,-111.8911
74.73,36.0661,-111.8913
74.74,36.066,-111.8914
74.75,36.0659,-111.8916
74.76,36.0658,-111.8917
74.77,36.0658,-111.8918
74.78,36.0657,-111.892
74.79,36.0656,-111.8921
74.8,36.0655,-111.8922
74.81,36.0653,-111.8923
74.82,36.0652,-111.8924
74.83,36.0651,-111.8925
74.84,36.065,-111.8926
74.85,36.0648,-111.8927
74.86,36.0647,-111.8928
74.87,36.0646,-111.8928
74.88,36.0644,-111.8929
74.89,36.0643,-111.893
74.9,36.0642,-111.893
74.91,36.064,-111.893
74.92,36.0639,-111.8931
74.93,36.0637,-111.8931
